tweet,tweet translated,sentiment
"Szczepionka działa,  zaczyna się mocny ucisk na zwoje,  potem już z górki 
Szybki udar i do budki","The vaccine works, strong pressure on the scrolls begins, then downhill 
 Quick stroke and to the booth",negative
"Borysław ładnie, że piszesz o tych zajściach. Takie właśnie wy  (opozycja) podjęliście działania w Polsce. Tylko wasz "" pucz"" został skanalizowany. I ty bezczelny typie piszesz o uczciwych wyborach. Banda drani na obcych usługach!","Borysław nicely that you write about these incidents. Such you (opposition) took action in Poland. Only your ""coup"" was channeled. And you insolent types write about honest elections. A bunch of bastards on foreign services!",negative
Gościu gdzie ty do polityki walnij się w ten głupi łeb i cała pozostała wasza sitwa co kolwiek i gdzie kolwiek to wasze miejsce to piaskownica,"Guest where you are in politics, hit this stupid head and all your sowing left and wherever your place is a sandpit",negative
..a pamiętasz łajzo wasz pucz,.. and you remember your dude,negative
IDIOTA ⬆️,Idiot ⬆️,negative
To kawał kurwy szmaciarz następnego udaru nie przetrwa 🇵🇱🇵🇱,It is a piece of fucking rag of the next stroke will not survive 🇵🇱🇵🇱,negative
"Bo nie były równe, powszechne i uczciwe, p*sowski ćwoku, skoro ludzie przebywający za granicą nie mogli zagłosować.","Because they were not equal, universal and honest, p*sowski, since people staying abroad could not vote.",positive
Walczą ale tylko pokojowymi metodami z rzadem który notorycznie łamie  demokratyczne zasady państwa Prawa.,They fight but only peaceful methods to the government that notoriously breaks the democratic principles of the state of law.,positive
Idiota,Idiot,negative
"Sam o sobie?
😂👻🤦","About himself? 
 😂👻🤦",negative
",,Największe świnie wymagają zazwyczaj od ludzi, aby byli aniołami.” –","""The biggest pigs usually require people to be angels."" -",negative
"Budka, ty rzadzic  to se możesz w swoim domu.","Budka, you can be in your home.",negative
👍,►,positive
Człowieku,Man,neutral
"To akurat rozsiedzone polskie kobiety i dziewczyny, które PiS zaczął zmuszać do rodzenia zdeformowanych płodów narażają ich zdrowie i życie.",This is just spread Polish women and girls who began to force PiS to give birth to deformed fetuses expose their health and life.,positive
👍,►,positive
"Do budy,gdzie twoje miejsce",To the kennel where your place,negative
👍,►,positive
A to nie WY #BUDKA zrobiliście #Ciamajdan i próbowaliście obalić demokratycznie wybrany rząd,And it wasn't you #buda that you made #ciamajdan and tried to refute the democratically chosen government,negative
"Polacy od 7 lat bronią Demokracji przed prawymi populistami, to obronią instytucje państwowe przed ich bojówkami gdy przegrają wybory.","For 7 years, Poles have defended democracy against right populists, they will defend state institutions against their militias when they lose their elections.",positive
Towarzysz Budka co raz bardziej żałosny.,Comrade Budka is more and more pathetic.,negative
"Atak na Sejm, zamieszki w Polsce. Brak szacunku dla instytucji publicznych, nieuznawanie demokratycznych rozstrzygnięć, strach  przed wyborczą porażką to wspólny mianownik dla „liberalnych” populistów. Oni nie zasługują, by rządzić jakimkolwiek krajem.","Attack on the Sejm, riots in Poland. Lack of respect for public institutions, not recognizing democratic decisions, fear of electoral failure is a common denominator for ""liberal"" populists. They don't deserve to rule any country.",negative
Skąd się tacy biorą.,Where do they come from.,negative
Czym się pan przejmuje panie Budka? Nie po to pił pan gorzałę z pisowcami na urodzinach u Mazurka żeby takimi pierdołami się zajmować. Krzywdy nie dadzą panu zrobić.,What do you care about Mr. Budka? This is not why Mr. Groza with the writers at Mazurka's birthday to take care of such bullshit. They won't let you do.,negative
Spierdalaj bo w ten dziwny pysk powyginany dostaniesz,Fuck off because you will get in this strange bent mouth,negative
"""Brak szacunku dla instytucji publicznych, nieuznawanie demokratycznych rozstrzygnięć, strach  przed wyborczą porażką..."" Coś nowego! Strajk kobiet, nie pucz... silni panowie... itp. itd. Panie Borysławie, a lustro i magnetofon w domu są?","""Disconnecting for public institutions, not recognizing democratic decisions, fear of electoral failure ..."" Something new! Women's strike, do not let ... strong gentlemen ... etc. etc. Mr. Borysław, and the mirror and tape recorder at home are?",negative
Durniu a KOD ci coś mówi?,Fool and the code tells you something?,negative
WEZ NIE PIELDOL GOMUŁKOWSKI POMIOCIE,Take no fucking Gomułkowski pomioca,negative
Ty chamie też atakowałeś sejm ...,You chamie also attacked the Sejm ...,negative
Uczą się od was populizmu i nienawiści 😉,They learn from you populism and hatred 😉,negative
"Urzędasy z brukseli za kratki za oszustwa, korupcję i przekręty","Office from Brussels for cheats, corruption and scams",neutral
Wyznania hipokrytów zawsze mnie bawiły do łez 😅,I have always entertained me to tears 😅,negative
"tussk sie schował, to jego pieski sie miotają i pierdzielą głupoty. oj dostaniesz  manto od swojego pana, i na łańcuch do budy pójdziesz","Tusk hid, his dogs are thrashing and fucking stupid things. oh you will get a manto from your master and you will go to the kennel",negative
Krety n,Crete n,negative
wam już się śniło cos takiego i chcieliście ludzi podburzyć juz w 2016 roku,You have already dreamed of something like that and you wanted to incite people in 2016,negative
Ale żeby tak we własne gniazdo robić...?😎🤣🤣🤣,But to do so in your own nest ...? 😎🤣🤣🤣,negative
"Ten wywód to o twoim i twojej partii podejściu do demokracji,brawo Budka nareszcie trochę prawdy.","This argument is about your and your party's approach to democracy, applause Budka finally some truth.",negative
Przestań Borys się ośmieszać. Wam bym liści grabić nie dał a Ty o rządzeniu krajem.,Stop Boris ridiculed. I would not give you the leaves and you about the government of the country.,negative
A kto zrobił ciamajdan,And who did the Ciamjadan,negative
"Panie Borys , pewnie było ""polewoj"" z Panem Sienkiewiczem","Mr. Borys, it was probably ""Polewoj"" with Mr. Sienkiewicz",negative
"w okupacji Sejmu w 2016, z bandą ćwoków polskiej kopii Bolsonaro, niemieckiego pachołka i zdrajcy .
Wy wyprzedziliście w zdradzie i niszczeniu demokracji cały świat.
My wiemy, że walczycie ćwoki o skok na kasę, bo od 7 lat wasze rodzinki nie mogą rabować Polski","In the occupation of the Sejm in 2016, with a bunch of Polish exercises, a copy of Bolsonaro, a German bollard and a traitor. 
 You overtook the whole world in betrayal and destruction of democracy. 
 We know that you are fighting for money jumping, because for 7 years your families cannot rob Poland",negative
To prawda nie zaslugujecie =),This is true you do not deserve =),negative
Powiedział to łysy agent Rosyjskiego GRU i sługa Izraelskich oligarchów.,The bald agent of Russian Gru and a servant of Israeli oligarchs said this.,negative
Co budka napisze to obnaża swoją głupotę z mimiką goryla😂,"What the booth will write, it exposes his stupidity with the facial expressions of the gorilla",negative
Tacy debile jak budka chcą rządzić? A ty demokratycznie oddałeś władzę ryżemu?,How do a booth want to rule? And you democratically gave the rice power?,negative
Borys nie pluj - działaj!,Borys don't spit - act!,negative
"Panie Pośle  ,  NASZ KRAJ czeka podobny scenariusz🧐
Na co MY czekamy, przecież WSZYSCY już wiemy, że oni dobrowolnie i legalnie, NIGDY❗ władzy NIE ODDADZĄ ‼️","Mr Lord, our country is waiting for a similar scenario🧐 
 What are we waiting for, after all, we all know that they voluntarily and legally, will never give power‼ ️",positive
"A prawo do rządzenia mają tylko lewaki 
 A do wychowywania dzieci prawo mają lezbijki i geje .","And only leftists have the right to govern 
  And lesbian and gays have the right to raise children.",negative
Bzdura .,Nonsense.,negative
Szmato antypolska z wodoglowiem do tego samego zachęcaliscie swoje antypolskie bydło,"Anti -Polish rag with hydrocephalus, you encouraged your anti -Polish cattle",negative
Spadaj. Jeszcze chwilka i wypad z Sejmu.,Get lost. Just a moment and a trip from the Sejm.,negative
Takiego strolowania opozycji w Polsce bym się po towarzyszu nie spodziewał :D,I would not expect such an opposition to the opposition in Poland: D,negative
Budka a ty już zapomniałeś jak PiS wybory wygrał jak chcieliście pucz zorganizować 🤦🏻‍♂️🤣😅,Booth and you have already forgotten how PiS won the election when you wanted to organize a coup,negative
Toczysz te kule jak żuk gnojarz.,You run these balls like a beetle beetle.,negative
Jeździcie tam na szkolenia czy o co ci chodzi?,Do you go there for training or what do you mean?,negative
"Za to ""totalna opozycja"" oczywiście zasługuje... 🤦","Instead, the ""total opposition"" of course deserves ... 🤦",negative
I kto to pisze?,And who writes it?,negative
"Żadnych. Jest tv publiczna, ale bardzo służalcza. Reszta jest prywatna i ma prawo robić co chce.","None. There is a public TV, but very servile. The rest is private and has the right to do what they want.",neutral
kto puczem wojuje ten od puczu ginie,Whoever fights this one from the coup dies,negative
Kurwa jakbyś odmalował was samych od kilku lat.,Fuck you have painted you for several years.,negative
"Budka wam to nie grozi , przegraliście jeszcze rok przed wyborami!","The booth is not threatened to you, you lost a year before the election!",negative
"🤣🤣🤣🤣🤣🤣🤣🤣🤣 dobra, koniec dyskusji, spadam, nie mój poziom🤣","🤣🤣🤣🤣🤣🤣🤣🤣🤣 Okay, end of discussion, I'm falling, not my level🤣",negative
Przygadał kocioł garnkowi!,The cauldron was dealt with a pot!,negative
"Lol, okupacja mównicy była wyrazem poszanowania demokratycznych rozstrzygnięć i instytucji? Ktoś tu ogonem próbuje na mszę dzwonić.","Lol, the occupation of the rostrum was an expression of respect for democratic decisions and institutions? Someone here is trying to call the mass.",negative
"A w których można mówić, co się chce i nikt cię z nich nie wyrzuci?",And in which you can say what you want and nobody will throw you out of them?,neutral
Z takim łysym cymbałem to nie można dyskutować .To urąga mojej inteligencji .Facken ass hole !!!!!,With such a bald cymbal it cannot be discussed. It is urging my intelligence. Facken ass. !!!!!,negative
O koryto.,For the trough.,negative
To nie opozycja łamała ład sejmowy. Wtedy nie było reasumpcji?,It was not the opposition that broke the parliamentary order. There was no reassium then?,neutral
"Łysy ciulu, ale to wy nie uznajecie wyboru przy urnach, a taki jeden rudy ciul, to nawet przed kamerami nawołuje do siłowych rozwiazań. A co wy macie wspólnego z prawicą? Ba, w ogóle to da się wasza mieszankę idiotów i starych komuchow do czegokolwiek skatalogować?","Bald Ciulu, but you don't recognize the choice at the urns, and such one ore Ciul, even in front of the cameras call for strength solutions. What do you have to do with the right? Well, you can catalog your idiots and old commies to catalog anything?",negative
"Chyba że ty to robisz, to wtedy jest ok.","Unless you do it, then it's OK.",negative
I znów wyszedłeś na idiotę łysa pało,And again you went out to the idiot of bald,negative
Które media są wolne?,Which media are free?,neutral
"Wolne media? Tusk teraz zwiewa przed wolnymi mediami, a telewizję, która puszcza jego własne słowa, pozywa do sądu, mało tego, nawet sprostowania nie żąda, wiesz może dlaczego? 😂","Free media? Tusk now creates a free media, and television that releases his own words suits the court, not even that he does not demand a correction, do you know why? 😂",negative
Brak szacunku? Ty to dobrze znasz!,Disrespect? You know it well!,negative
Właśnie 👍,Just ►,positive
Borys Ty Leninie zagorzały 🤣🤣,Borys Ty Lenin Zagiegły 🤣🤣,negative
.. rekomenduję wygoogle'ać znaczenie terminu 'szacunek' i się go naumieć...🍅,.. I recommend to google the meaning of the term 'respect' and make it ... 🍅 🍅,negative
I teraz czytamy takie głupie wypowiedzi 😜,And now we read such stupid statements 😜,negative
Spierdalaj  #R,Fuck #r,negative
"Dobrze Borys mówisz,  nie zasługujecie na rządzenie w żadnym kraju!!👏🤣🤣","Boris, you say well, you don't deserve to be governed in any country !! 👏🤣🤣",negative
To dopiero początek...,This is just the beginning...,positive
"To tak jak Wy. Też nie uznajecie wyników demokratycznych wyborów. Podważacie wszelkie nominacje na różne urzędy. Nie uznajecie TK, niektórych sędziów SN, sędziów sądów powszechnych. Powołaliście KOD, jeszcze przed wyborami w 2015 r., okupowaliscie Sejm.","It's like you. You also do not recognize the results of democratic choices. You undermine all nominations for various offices. You do not recognize the Constitutional Tribunal, some Supreme Court judges, judges of common courts. You appointed the code, before the 2015 election, you occupied the Sejm.",negative
"Oni owszem nie zasługują to prawda.  Ale Ty też nie, ani żaden z Twoich ""ziomali"" z ławki.","Yes, they don't deserve this true. But you also neither your ""homies"" from the bench.",negative
Ty się nawet do kurnika nie nadajesz jako sprzątacz....,You even do not fit into the henhouse as a cleaner ....,negative
"""Kup se flaszkę i walnij się w czaszkę"" zgodnie z wolą  Pani  Jachiry","""Buy a bottle and hit the skull"" according to the will of Mrs. Jachira",negative
Zmiłuj się Pan i idź do psychiatryka te ukryte pedalstwo z Pana strony da się wyleczyć,Make mercy and go to a psychiatrist this hidden pedaling on your part can be cured,negative
"Teraz pan już jesteś nie na Marsie, ale poleciałes w inną galaktykę 😂😂😂","Now you are not on Mars, but you flew to another galaxy 😂😂cut",negative
"a kto to?, a gdzie to? - podważali 7 lat temu wynik wyborów, blokowali sejm, szturmowali go po wygranej PiS","Who is this? And where is it? - they undermined the election result 7 years ago, blocked the Sejm, stormed him after winning PiS",negative
A ciamajdan to co to było. Nie rób z ludzi idiotów. Jesteście z Plusem siebie warci.,And what it was. Do not make people idiots. You are worth yourself with a plus.,negative
Warto z siebie robić idiotę? Widać warto 😅,Is it worth making an idiot? You can see worth 😅,negative
"Na szczęście we Francji, Niemczech, Belgii, Danii,Szwecji jest demokracja i poszanowanie wartości - tylko ciapaci inżynierowie na socjalu to potrafią docenić i się dobrze bawić.Niby coś tam spalą, zdemolują, pobiją białasów, wypędzą ich  z miast,paru zastrzelą, czy zadźgają.OK.","Fortunately, in France, Germany, Belgium, Denmark, Sweden there is democracy and respect for values - only Ciapaci engineers on social can appreciate and have fun. They would burn something, demolish something, beat Białas, drive them out of cities, they will shoot them, stab.",neutral
jak zawsze; glupi post spod Budki z piwem,like always; stupid post from a beer booth,negative
Polacy!!!! Trwa zamach stanu!!!! Policzycie się na ulicach!!!!!,Polish people!!!! The coup is ongoing !!!! You will count on the streets !!!!!,neutral
A nie wwozili zadymiarzy w bagażnikach? Słabo! Powinniście ich podszkolić.😏,And did they not bring smokers in the trunk? Poorly! You should undermine them.,negative
🤣🤣🤣,🤣🤣🤣,negative
A ciamajdan i okupacja Sejmu? Historia was rozliczy...,And Ciamjajdan and the occupation of the Sejm? History will settle you ...,negative
Kretynie. A kto śpiewał z mównicy sejmowej i organizował pucze? Nie wstyd rano patrzeć Ci w lustro ?,Moron. And who sang from the parliamentary rostrum and organized Pucze? Isn't it a shame in the morning to look in the mirror?,negative
"eurokolchozwy/komunisyczny Hipokryta.
Popatrz ba diebie i tobie podobnym a potem dawaj lekcje umoralniajace","Eurocolchoz/communist hypocrite. 
 Look at you and you like you and then give me a nourning lessons",negative
Jeżeli hipokryzje możnaby liczy w kilometrach to z całą PO bylibyście już w okolicy Jowisza.,"If hypocrisy could be counted in kilometers, you would be around Jupiter with the PO.",negative
Napisał naczelny populista tenkraju... idi naxui worku rubli!,He wrote the chief populist of Tenkraju ... Idi Naxui Sack of Rubble!,negative
A pamietasz sklerozo. Mucha i przebój. Nie pucz kiedy odjadę. Kłamczuchy krętacze i kombinatorzy. Precz.,And you remember sclerose. Mucha and hit. Don't let when I go. Liar Kwatacze and combinators. Away.,negative
I czego to dowodzi?,And what does it prove?,neutral
"Panie Kowal, Panie Kamiński, Panie Ujazdowski, Panie Poncyljusz, Pani Gronkiewicz itp.. - wiem ""pecunia non olet"" 🤣🤣🤣","Mr. Kowal, Mr. Kamiński, Mr. Ujazdowski, Mr. Poncyljusz, Mrs. Gronkiewicz, etc. - I know ""Pecunia non olet"" 🤣🤣🤣",negative
to tak samo jak wasi z lewicy.Nie uznaja demokratycznych wyborow i zachecaja ludzi do zamieszek na ulicach .Ale żeś trafił Pupka,It's the same as your left.,negative
Ładnych macie wspólników...,Nice partners ...,negative
Hipokryzja*,Hypocrisy*,negative
"Słyszysz sam siebie Budka, przecież to co stało się w Brazyli, to to wasz idol obiecuje, jak przegracie w wyborach. 🤨","You hear yourself Budka, after all, what happened in Brazil, your idol promises how you lose in the elections. 🤨",negative
Ale to wy przegracie i znow bedziecie sejm okupowac.,But you will lose and you will occupy the Sejm again.,negative
"Czas najwyższy żebyś wrócił do siebie, do kibla","It's high time for you to come back to you, to the toilet",negative
"Ty tak na serio????? - prezydent, parlament, trybunał konstytucyjny, sąd najwyższy, rzecznik praw dziecka, rzecznik praw obywatelskich (po odwołaniu zastępczyni), straż graniczna, policja - oj Borys- śmieszny jesteś- i super że się w końcu zadeklarowaliście jako lewica 🤣🤣","You seriously ????? - President, Parliament, Constitutional Tribunal, Supreme Court, Ombudsman for Children, Ombudsman (after dismissal of the deputy), Border Guard, Police- Oj Boris- you are funny- and it's great that you finally declared yourself as a left",negative
OTO WYBORCY OPOZYCJI.🤬🤬🤮🤡,Here are the opposition voters.,negative
Nawet szkoda z tobą dyskutować łysa pało,It is even a pity to discuss your bald,negative
"Ty Imbecylu, ty nawet nie wiesz co to kłamstwo !","You imbecile, you don't even know what a lie is!",negative
Rzucasz oskarżenia na innych ty jesteś nie lepszy od nich zdrajco sprzedawczyku w Brukseli nie zle wałki kreciliscie razem z dotkiem,"You are accusing on others you are no better than them traitor the saleswoman in Brussels, do not get bad rollers together with touch",negative
Teraz PiS to Pedofilia? Całkiem trafnie,Now PiS is pedophilia? Quite aptly,positive
Ty myślisz że ludzie nie pamiętają co wyście wyprawiali w Sejmie Władza totalny błąd popełniła Trzeba było zrobić tak jak w Brazylii Władza miała mandat społeczny Paly powinne tylko gwizdac po waszych plecach,You think that people do not remember what you made in the Sejm power total mistake.,negative
No Borys! Jak ty mnie zaimponowałeś tą samokrytyką!,No Boris! How did you impress me with this self -criticism!,negative
"..czytając to już myślałem, że to na wspominki z ostatnich wyborów przyszło..",.. reading this I already thought that it was the memories of the last election that came ...,negative
"""NIE"" ;)","""NO"" ;)",neutral
"Śmierć Diduszki w czasie Ciamajdanu to nie był strach przed wyborcza porażką? Pewnie dlatego ożył, ze wstydu.",Diduszka's death during the Ciamhadan wasn't the fear of an election defeat? That's probably why he came to life.,negative
"Pamiętasz łabędzi śpiew Muchy w roku 2016, że znowu z puczem wam nie wyszło?",Do you remember the swan Sing of Mucha in 2016 that you did not work out again?,negative
"Przecież Budka to paranoik, więc proszę się nie ekscytować. To dureń mający nas wszystkich za durniów. Klasyka schizofrenii. Każdy psychiatra to potwierdzi.","Budka is paranoik, so don't get excited. This is a fool with us all behind the fools. Schizophrenia classic. Every psychiatrist will confirm this.",negative
"Każdy rząd jest wrogiem ludzi.

To widać coraz częściej.

Rząd to podatki, wojny, milicja i władza dla wybranych.

Po co to zwykłym ludziom?

Żłoby tylko wam są potrzebne żeby nakraść doczesne dobra.","Each government is the enemy of people. 

 This can be seen more and more often. 

 The government is taxes, wars, militia and power for the chosen ones. 

 What are ordinary people for? 

 You only need the mangers to stole temporal goods.",negative
"Po pierwsze wybory w Brazylii były oszukane. Po drugie demokracja to tak naprawdę dupokracja,gdzie głupi zaślepieni ludzie wybierają jeszcze głupszych rządzący. (tak większość ludzi to głupki)","First of all, the elections in Brazil were cheated. Secondly, democracy is actually a dupocracy, where stupid blind people choose even more stupid rulers. (yes, most people are fools)",negative
Załóż perukę bo rozum wtedy nie uleci całkiem.,Put on a wig because reason will not go completely then.,negative
Znowu debile ktoś wam napisał. Już kilka takich samych wpisów widziałem.,Someone wrote to you again. I've seen several the same entries.,negative
"Mała sugestia, ludzi nawet z innych krajów Europy można ściągnąć, wszystkich tych którzy sprzeciwiają sie rusyfikacji i federalizacji np z  Węgier, Ukrainy, Włoch. Kowalski Robert, Poznań","A small suggestion, people even from other European countries can be downloaded, all those who oppose Russification and federalization, e.g. from Hungary, Ukraine, Italy. Kowalski Robert, Poznań",negative
Panie Marku oni mają zapaść umysłową razem z rudm i trzecim,"Mr. Marek, they are to get mental with Rudm and the third",negative
"Łysy. Już zupełnie odleciałeś ,😂","Bald. You've been completely flying away, 😂",negative
Ma pan w domu lustro?,Do you have a mirror at home?,negative
"ty jeszcze tutaj? tu dorośli są, bierz zabawki i wypad do piaskownicy.","You still here? Here adults are, take toys and a trip to the sandbox.",negative
Boryslawie kup sobie tupecik to może będziesz madrzejszy i reszta zwojów ci n*******doli baj lgbt.,"Boryslaw buy yourself a tupecik, maybe you will be smarter and the rest of the turns you n ******",negative
"Wy , komuniści populizm i nienawiść do wszystkich , którzy nie są z wami wyssaliście z mlekiem Marksa, Engelsa, Lenina, Trockiego.
   Takimi dzieciakami rewolucji masońscy bankierzy ze wschodniego wybrzeża USA karmią ogłupiony lud biorący kolejne szpryce.
   Bye, bye czerwoni...","You, communists of populism and hatred for everyone who is not with you with you with the milk of Marx, Engels, Lenin, and Trotsky. 
    Masonic bankers from the east coast of the USA feed the stupid people taking subsequent spokes. 
    BYE, BYE Red ...",negative
"A to sejm ktos atakował, czy go sobie sprywatyzowaliscie?","And this Sejm someone attacked, did you privatize him?",negative
"już już, nie poplacz sie i nie brnij dalej.
im bardziej jadaczke otwierasz tym bardziej burakiem wali.","Already, don't wake up and don't go any further. 
 The more you open the jacket, the more beetroot it pounds.",negative
"Głupcze manipulatorku! Wszak to wy po przegranych wyborach wyprowadziliscie ludzi na ulicę i próbowaliście namówić ich do szturmu na instytucje pañstwowe. Tyle,że wyprowadzony lud wolał pokrzyczeć i iść ale do domu niż arakować pisiorów 😂","Foolly manipulator! After all, after losing the election you led people out and tried to persuade them to storm the state institutions. It's just that the led people preferred to shout and go but home than arrak the pisior 😂",negative
"Wszystko się zgadza, poza jednym błędem. Powinno być ""patoopozycyjnych populistów"".","Everything is correct, except for one mistake. There should be ""patooposition populists"".",negative
"... Poza tym ustawy były zawsze badene przez TK i niektóre były odrzucane jako niezgodne z konstytucją. TK rozjebał PiS wsadzając kucharkę i swoich nominatów, którym wydaje polecenia i tu jest problem młody mongoli synu🙂2/2","... In addition, the laws were always Badene by the Constitutional Tribunal and some were rejected as unconstitutional. TK fired PiS by putting the cook and his nominees, which gives orders and here is the problem of young Mongoli son exemily/2",neutral
"Organizujcie setki tyś lub miliony zwykłych ludzi, po wyborach, społeczeństwo, musi doczekać sie rozliczenia, przestepczej, zdradzieckiej mafii Tuska. Kowalski Robert, Poznań","Organize hundreds of thousands or millions of ordinary people, after the election, society must wait for the settlement, the criminal, treacherous Mafia Tusk. Kowalski Robert, Poznań",negative
"A przypomnij gościu, co było 16.12.2016r.? A co robi ta locha Lempart ze swoimi bandytami? Czyż nie są to ataki ba demokratycznie wybraną władze? A wasze obrzydliwe podpier…e Polski w UE? Jesteście jeszcze gorsi, bo śmiecie nazywać się demokratami i światłą cywilizacją 🤮","And remind the guy, what was 16/12/2016? And what does this sowy lempart do with your bandits? Are they not a democratically chosen authorities? And your disgusting support ... e Polish in the EU? You are even worse, because the garbage is called democrats and a light civilization 🤮",negative
"Ja pierdole jaki ty głąb jesteś. Wybrali więcej niż konstytucja dopuszczała, ale był TK, który to zmienił. Gdzie tu masz naruszenie konstytucji? Praworządność nie jest wtedy gdy prawo nie jest łamane tylko wtedy gdy jest łamane ale jest sąd, który to orzeknie i wyda wyrok🤦‍♂️1/2","I fuck what are you deep. They chose more than the Constitution allowed, but there was the Constitutional Tribunal who changed it. Where are your violation of the constitution here? The rule of law is not when the law is not broken only when it is broken but there is a court that will rule and issue a verdict🤦‍♂️1/2",negative
To dokładnie tak samo jak Wy w sprawie Trybunału.,It's exactly the same as you about the Tribunal.,negative
"A to nie przeciwko Wam Sejmu broniła Policja?
A to nie wy kładliście się na asfalcie udając ofiary policji? 
A to nie Wy blokowaliście obrady sejmu i salę plenarną?
To już paranoja nie skleroza PARANOJA!!!!!","And the police defended it against you? 
 And you didn't go on asphalt by pretending to be police victims? 
 And you didn't block the deliberations of the Sejm and the plenary room? 
 This is no longer paranoia, sclerosis of paranoia !!!!!",negative
"Walczcie o honor Polaków. Władza chce wysyłać nasze wojsko na hańbiącą walkę za banderowską Ukrainę. Walczyć mają potomkowie rodzin prześladowanych przez UPA. To niegodziwe! Można pomagać inaczej!Uchodźcom, sprzętem wojskowym ale nie zmuszajmy ludzi,których dziadkowie cierpieli!","Fight for the honor of Poles. The authorities want to send our army to a disgusting fight for Banderian Ukraine. The descendants of families persecuted by the UPA are to fight. It's wicked! You can help differently! Refugees, military equipment but let's not force people whom grandparents suffered!",neutral
"Tam bodajże chodziło o zablokowanie ustawy budżetowej, przez co mógłby upaść rząd. Zapewne pierwszorzędni fachowcy z BND podsunęli im ten pomysł.","It was probably about blocking the budget act, which was why the government could fall. Probably the first -class professionals from BND gave them this idea.",neutral
"A pan to czasem nie blokował mównicy sejmowej?! Polityk to taka menda, która swoich czynów nie widzi tylko innych! Zarzut tyczy się wszystkich stron życia politycznego w Polsce! 🤮🤮🤮🤮🤮",And you sometimes didn't block the parliamentary rostrum?! A politician is a mend that does not see his actions only others! The accusation applies to all parties to political life in Poland! 🤮🤮🤮🤮🤮,negative
A małpy powinny być zamknięte w zoo!!!!,And monkeys should be closed in the zoo !!!!,negative
"""Na ulicy się zorganizujemy, jeśli ta władza nie zniknie"". Twój szef takie metody planuje.","""We will organize ourselves on the street if this power does not disappear."" Your boss is planning such methods.",negative
"Spadaj, nie macie szans, kto wygra?
Ci którzy na to zasługują","Fate, do you have no chance, who will win? 
 Those who deserve it",negative
"Borys. Piłeś, nie pisz.","Borys. You were drinking, don't write.",negative
GOMULKA POjebow ZAPOMNIAL O CIAMAJDANIE,Gomulka Pierwow forgot about the Ciamjanie,negative
"Przypomnij sobie Pan rok 2016 i co wyprawialiście.Chyba też zaliczacie się do ""prawych"" populistów.","Remember the year 2016 and what you did. You also think you belong to the ""right"" populists.",negative
"Ty je.....ny czerwony parchu,kompromituj się tak dalej 👍👍👍🤣🤣🤣🤣a 50% PiS na bank będzie",You eat ...,negative
Pełowska swołocz 🤮,Full,negative
"Budka ty potrafisz błysnąć, ale jak zawsze głupotą. Kto próbuje na wszelkie sposoby od 2015  roku obalić demokratycznie wybrany rząd w Polsce?
Jest pewna zasada, zanim coś powiesz lub zrobisz to pomyśl.","You can flash your booth, but as always stupid. Who has been trying to overthrow the democratically elected government in Poland since 2015? 
 There is a rule before you say something or do it.",negative
"Słychać wycie znakomicie, wy jesteście niezdolni do rządzenia co było widać jak rządziliście razem z zsl","You can hear the howling great, you are unable to rule, which was visible as you ruled with ZSL",negative
A co ukradli? Może jeszcze do własnych kieszeni?!!,What did they steal? Maybe still for your own pockets? !!,neutral
A teraz robi to samo Tusk!!!,And now he does the same Tusk !!!,negative
"Acha, jakim krajem, wy nie zasługujecie  by rządzić w kurniku. Prosto drobiu szkoda.","Oh, what country, you don't deserve to rule in a henhouse. Poultry is a pity.",negative
Od 2015 BND nie uznaje demokratycznych roztrzygnięć w Polsce i za pomocą takich kukieł jak ty sieje zamęt,"From 2015, Bond does not recognize democratic decisions in Poland and with the help of such puppets like you sowing confusion",negative
Lewackie mordy... prują,Leftist murders ...,negative
To co napisałeś Budka to się nazywa w waszej nomenklaturze komunistycznej samokrytyka. Bardzo ładnie. Teraz poproś o przeniesienie,What you wrote a booth is called in your nomenclature of communist self -criticism. Very nicely. Now ask for a transfer,negative
"A u nas lewaki wychodzą na ulice i robią burdy, i atakują lokale prawicy","And with us leftists go out on the streets and make brawls, and attack the right -wing premises",negative
"Ukradliście nam państwo, sprywatyzowaliście i zrobiliście korporacją. Zamknij mordę zdrajco bo przyjdzie czas odsieczy i głowy zdrajców spadną!!!","You stole us, privatized and made a corporate. Close the face of the traitor because the time of relief and the heads of the traitors will come !!!",negative
Tobie są bardzo bliscy lewi populiści.,You are very close to the left populists.,negative
Idź precz lewaku!!!!!!,Go away leftist !!!!!!,negative
Zupełnie jak platforma po przegranych wyborach i to podwójnie,Just like the platform after losing elections and it's double,negative
"Tworzenie Kodu, zamieszki pod TK, wyzywanie władz,  wyprowadzanie loch na ulicę . 
Strach przed prawdą .
To wspólny mianownik dla lewych populistów. 
Nie zasługujecie , by rządzić jakimkolwiek krajem.","Creating code, riots under the Constitutional Tribunal, challenging the authorities, leading the dungeons to the street. 
 Fear of truth. 
 This is a common denominator for left populists. 
 You don't deserve to rule any country.",negative
A jak tam z puczem? Znowu nie wyszło?,How is it with the coup? It didn't work out again?,negative
"Oj Borys, Borys! Jak gadałeś głupoty, tak gadasz dalej. Ludzie nie są tak głupi jak ci się wydaje. Szanuj swoich wyborców.","Oh Borys, Borys! When you talked stupid things, you continue to talk. People are not as stupid as you think. Respect your voters.",negative
